"wo-v9-4_Aug2025_UG_FIADB_database_description_NFI.pdf						",,,
Name,Code,Description,Table_ID
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 3,Size-class range (d.b.h.): Hardwoods: etc,TREE_TABLE
SAPLING_FUSIFORM_SRS,0,None.,TREE_TABLE
SAPLING_FUSIFORM_SRS,1,Fusiform present.,TREE_TABLE
EPIPHYTE_PNWRS,0,"Hawksworth tree rating of 0, none.",TREE_TABLE
EPIPHYTE_PNWRS,1,"Hawksworth tree rating of 1, light epiphyte loading.",TREE_TABLE
EPIPHYTE_PNWRS,2,"Hawksworth tree rating of 2, light epiphyte loading.",TREE_TABLE
EPIPHYTE_PNWRS,3,"Hawksworth tree rating of 3, medium epiphyte loading.",TREE_TABLE
EPIPHYTE_PNWRS,4,"Hawksworth tree rating of 4, medium epiphyte loading.",TREE_TABLE
EPIPHYTE_PNWRS,5,"Hawksworth tree rating of 5, heavy epiphyte loading.",TREE_TABLE
EPIPHYTE_PNWRS,6,"Hawksworth tree rating of 6, heavy epiphyte loading.",TREE_TABLE
CAVITY_USE_PNWRS,0,No cavity or den present.,TREE_TABLE
CAVITY_USE_PNWRS,1,Cavity or den present <6.0 inches wide.,TREE_TABLE
CAVITY_USE_PNWRS,2,Cavity or den present ω6.0 inches wide.,TREE_TABLE
CULTURALLY_KILLED_PNWRS,0,Any tree that does not meet the criteria listed in code 1.,TREE_TABLE
CULTURALLY_KILLED_PNWRS,1,"Any tree that was killed by direct human cause (girdled, cut, knocked over, sprayed with herbicide, etc.), which has not been removed from plot (a treatment must be recorded).",TREE_TABLE
GST_PNWRS,N,Tree is not a growth sample tree.,TREE_TABLE
GST_PNWRS,Y,Tree is a growth sample tree.,TREE_TABLE
SNAG_DIS_CD_PNWRS,2,"Fell over ""naturally"" (wind, decay, etc.) or no longer self-supported; still present.",TREE_TABLE
SNAG_DIS_CD_PNWRS,3,"Fell over ""naturally""; removed from the site, or not discernible by crew.",TREE_TABLE
SNAG_DIS_CD_PNWRS,4,Cut down or pushed over; still present.,TREE_TABLE
SNAG_DIS_CD_PNWRS,5,"Cut down or pushed over; removed from the site, or not discernible by crew.",TREE_TABLE
SNAG_DIS_CD_PNWRS,6,"Diameter (d.b.h./d.r.c.) and/or height no longer meet minimum for tally (snag ""shrank"" to <5.0 inches d.b.h./d.r.c. or <4.5 feet tall).",TREE_TABLE
CONEPRESCD1,0,No cones present on tree.,TREE_TABLE
CONEPRESCD1,1,"Non-viable cone - Small, η6 inch d.r.c), closed brown conelets with no yellow/green coloration.",TREE_TABLE
CONEPRESCD1,2,"Last year’s old cones - Open, empty (dark brown or gray) cone(s) (ω2 inches d.r.c.) with no sap or seeds present (previous years’ cones).",TREE_TABLE
CONEPRESCD1,3,"Current year viable cones - Small, η6 inch d.r.c) and/or large (ω2 inches d.r.c.) green cone(s) with sap and/or seeds present (this year’s cones).",TREE_TABLE
MASTCD,0,"Mast rating of 0, none.",TREE_TABLE
MASTCD,1,"Mast rating of 1, low level of branches producing cones.",TREE_TABLE
MASTCD,2,"Mast rating of 2, low level of branches producing cones.",TREE_TABLE
MASTCD,3,"Mast rating of 3, medium level of branches producing cones.",TREE_TABLE
MASTCD,4,"Mast rating of 4, medium level of branches producing cones.",TREE_TABLE
MASTCD,5,"Mast rating of 5, high level of branches producing cones.",TREE_TABLE
MASTCD,6,"Mast rating of 6, high level of branches producing cones.",TREE_TABLE
UTILCLCD,0,"Not utilized - tree bole is presumed to not have been utilized for any purpose (e.g., piled and burned trees, piles of trees that have been cut or knocked over).",TREE_TABLE
UTILCLCD,1,"Commercial utilization - some portion of the tree removed for commercial purposes. Commercial uses include sawlogs, pulpwood, veneer logs, poles, and other products such as firewood cut by commercial firewood operations.",TREE_TABLE
UTILCLCD,2,"Noncommercial utilization - some portion of the tree removed for noncommercial purposes. Noncommercial uses may include private landowner domestic firewood use, barn poles, fence posts, domestic landscaping, rough slabs, etc.",TREE_TABLE
UTILCLCD,4,"Undifferentiated utilization (unknown) - some portion of the tree was removed and utilized, but it is not known if this was for commercial or non-commercial purposes.
Note: This code is for office use only (e.g., code assigned when back-populating data).",TREE_TABLE
SPCD_ID_CD,1,Sample collected - Sample sent to lab for genetic species identification.,TREE_TABLE
SPCD_ID_CD,2,"No sample collected - Species identified in the field based on distinctive characteristics during the visit (e.g., identification based on presence of cones, fruit, or flowers).",TREE_TABLE
SPCD_ID_CD,3,"No sample collected - Species identified in the field without distinctive characteristics (e.g., identification based on elevation, location, or other characteristic not on tree).",TREE_TABLE
ABNORMAL_TERMINATION,0,No - Bole length is not abnormally terminated.,TREE_TABLE
ABNORMAL_TERMINATION,1,Yes - Bole length is abnormally terminated.,TREE_TABLE
