table_id,column_id,of_variable,of_type,with_entry
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364)"
core,Sample label,lab_label,description,"Sample code/label (Sample label) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364)"
core,Lab label,lab_label,id,--
core,Sample label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Roland, Thomas P (https://orcid.org/0000-0002-9237-1364)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Age [a AD/CE],age,description,"Age [a AD/CE] (Age) PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Comment,age,description,"Comment (Comment) PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,Age dated [ka],age,method,14C  uncalibrated
core,Age [a AD/CE],age,unit,a CE
core,Age dated [ka],age,unit,ka BP
core,Age [a AD/CE],age,value,--
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Sample midpoint depth of OxCal Median Age"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Loisel, Julie (julieloisel@tamu.edu)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Hribjlan, John"
core,Age [a AD/CE],age,description,"Age [a AD/CE] (Age) PI: Hribjlan, John"
core,Comment,age,description,"Comment (Comment) PI: Hribjlan, John"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Hribjlan, John METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Hribjlan, John METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,Age dated [ka],age,method,14C  uncalibrated
core,Age [a AD/CE],age,unit,a CE
core,Age dated [ka],age,unit,ka BP
core,Age [a AD/CE],age,value,--
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Hribjlan, John"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Hribjlan, John COMMENT: Sample midpoint depth"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Hribjlan, John"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Hribjlan, John"
core,Age [a AD/CE],age,description,"Age [a AD/CE] (Age) PI: Hribjlan, John"
core,Comment,age,description,"Comment (Comment) PI: Hribjlan, John"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Hribjlan, John METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Hribjlan, John METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,Age dated [ka],age,method,14C  uncalibrated
core,Age [a AD/CE],age,unit,a CE
core,Age dated [ka],age,unit,ka BP
core,Age [a AD/CE],age,value,--
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Hribjlan, John"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Hribjlan, John COMMENT: Sample midpoint depth"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Hribjlan, John"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Hribjlan, John"
core,Age [a AD/CE],age,description,"Age [a AD/CE] (Age) PI: Hribjlan, John"
core,Comment,age,description,"Comment (Comment) PI: Hribjlan, John"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Hribjlan, John METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Hribjlan, John METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,Age dated [ka],age,method,14C  uncalibrated
core,Age [a AD/CE],age,unit,a CE
core,Age dated [ka],age,unit,ka BP
core,Age [a AD/CE],age,value,--
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Hribjlan, John"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Hribjlan, John COMMENT: Sample midpoint depth"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Hribjlan, John"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Hribjlan, John"
core,Age [a AD/CE],age,description,"Age [a AD/CE] (Age) PI: Hribjlan, John"
core,Comment,age,description,"Comment (Comment) PI: Hribjlan, John"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Hribjlan, John METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Hribjlan, John METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,Age dated [ka],age,method,14C  uncalibrated
core,Age [a AD/CE],age,unit,a CE
core,Age dated [ka],age,unit,ka BP
core,Age [a AD/CE],age,value,--
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Hribjlan, John"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Hribjlan, John COMMENT: Sample midpoint depth"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Hribjlan, John"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Activity std dev [±],modern_carbon_activity,1 sigma,--
core,Activity [pMC],modern_carbon_activity,description,"Activity of radiocarbon in percent of modern carbon [pMC] (Activity) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Activity std dev [±],modern_carbon_activity,description,"Activity of radiocarbon in percent of modern carbon, standard deviation [±] (Activity std dev) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Activity [pMC],modern_carbon_activity,unit,modern carbon percent
core,Activity [pMC],modern_carbon_activity,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,Age unc [±],age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Hribjlan, John"
core,Age [a AD/CE],age,description,"Age [a AD/CE] (Age) PI: Hribjlan, John"
core,Comment,age,description,"Comment (Comment) PI: Hribjlan, John"
core,Age dated [ka],age,description,"Age, dated [ka] (Age dated) PI: Hribjlan, John METHOD/DEVICE: Age, 14C uncalibrated"
core,Age unc [±],age,description,"Age, uncertainty [±] (Age unc) PI: Hribjlan, John METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,Age dated [ka],age,method,14C  uncalibrated
core,Age [a AD/CE],age,unit,a CE
core,Age dated [ka],age,unit,ka BP
core,Age [a AD/CE],age,value,--
core,Age dated [ka],age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Hribjlan, John"
core,Lab label,lab_label,id,--
core,Depth sed [m],layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Hribjlan, John COMMENT: Sample midpoint depth"
core,Depth sed [m],layer_mid,unit,m
core,Depth sed [m],layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Hribjlan, John"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Comment,age,description,"Comment (Comment) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,Comment,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,"Age [a AD/CE] (Age, 210Pb)",age,description,"Age [a AD/CE] (Age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: Age AD"
core,"Cal age [ka BP] (Age, 210Pb)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 210Pb"
core,"Age dated [ka] (Age, 14C uncalibrated)",age,description,"Age, dated [ka] (Age dated) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C uncalibrated"
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,description,"Age, uncertainty [±] (Age unc) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: calculated, 1 sigma COMMENT: 14C age"
core,Dated material,age,method,--
core,"Age [a AD/CE] (Age, 210Pb)",age,method,210Pb
core,"Cal age [ka BP] (Age, 210Pb)",age,method,210Pb
core,"Age dated [ka] (Age, 14C uncalibrated)",age,method,14C  uncalibrated
core,"Age [a AD/CE] (Age, 210Pb)",age,unit,a CE
core,"Cal age [ka BP] (Age, 210Pb)",age,unit,ka BP
core,"Age dated [ka] (Age, 14C uncalibrated)",age,unit,ka BP
core,"Age [a AD/CE] (Age, 210Pb)",age,value,--
core,"Cal age [ka BP] (Age, 210Pb)",age,value,--
core,"Age dated [ka] (Age, 14C uncalibrated)",age,value,--
core,doi,doi,id,--
core,Lab label,lab_label,description,"Laboratory code/label (Lab label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Sample label,lab_label,description,"Sample code/label (Sample label) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Lab label,lab_label,id,--
core,Sample label,lab_label,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,Samp thick [cm],layer_thickness,description,"Sample thickness [cm] (Samp thick) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
core,Samp thick [cm],layer_thickness,unit,cm
core,Samp thick [cm],layer_thickness,value,--
core,"Age unc [±] (Age AD, calculated, 1 sigma)",age,1 sigma,--
core,"Age unc [±] (14C age, calculated, 1 sigma)",age,1 sigma,--
core,Dated material,age,description,"Age, dated material (Dated material) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk)"
